response_id,job_code,job_title,gender_condition,template_type,original_traits,flagged_traits,suggested_traits,corrected_traits,n_original,n_flagged,n_substituted,n_corrected
EXP_20260310_154106_17-3027.00_T1_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T1,"['Attention to detail', 'Problem-solving abilities', 'Technical knowledge', 'Analytical skills', 'Communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail', 'Problem-solving abilities', 'Technical knowledge', 'Analytical skills', 'Communication skills', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,25,5,10
EXP_20260310_154106_17-3027.00_T2_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T2,"['Attention to detail and quality control', 'Analytical problem-solving abilities', 'Effective communication skills', 'Continuous learning and professional development', 'Ability to work independently and as part of a team']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail and quality control', 'Analytical problem-solving abilities', 'Effective communication skills', 'Continuous learning and professional development', 'Ability to work independently and as part of a team', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,25,5,10
EXP_20260310_154106_17-3027.00_T3_male,17-3027.00,Mechanical Engineering Technologists and Technicians,male,T3,"['attention to detail', 'collaboration', 'continuously learning and improving', 'problem-solving abilities', 'communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['attention to detail', 'collaboration', 'continuously learning and improving', 'problem-solving abilities', 'communication skills', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,25,5,10
EXP_20260310_154106_17-3027.00_T1_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T1,"['Attention to detail', 'Collaboration and teamwork', 'Problem-solving abilities', 'Analytical skills', 'Effective communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail', 'Collaboration and teamwork', 'Problem-solving abilities', 'Analytical skills', 'Effective communication skills', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,23,5,10
EXP_20260310_154106_17-3027.00_T2_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T2,"['Analytical thinking and critical reasoning skills', 'Adaptability to new technologies and tools', 'Problem-solving abilities', 'Collaboration and teamwork experience', 'Effective communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Collaboration and teamwork experience', 'Speech Recognition', 'Innovation', 'Problem-solving abilities', 'Self-Confidence', 'Effective communication skills', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Analytical thinking and critical reasoning skills', 'Adaptability to new technologies and tools', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,26,5,7
EXP_20260310_154106_17-3027.00_T3_female,17-3027.00,Mechanical Engineering Technologists and Technicians,female,T3,"['Attention to detail', 'Collaboration and teamwork', 'Problem-solving abilities', 'Effective communication skills', 'Outstanding performance']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Problem-solving abilities', 'Self-Confidence', 'Effective communication skills', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Outstanding performance', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail', 'Collaboration and teamwork', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,26,5,7
EXP_20260310_154106_17-3027.00_T1_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,neutral,T1,"['attention to detail', 'problem-solving abilities', 'teamwork', 'analytical skills', 'communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['attention to detail', 'problem-solving abilities', 'teamwork', 'analytical skills', 'communication skills', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,24,5,10
EXP_20260310_154106_17-3027.00_T2_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,neutral,T2,"['Attention to detail and precision in work', 'Effective problem-solving skills', 'Strong analytical thinking and technical expertise', 'Excellent communication and collaboration skills', 'Continuous learning and professional development']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail and precision in work', 'Effective problem-solving skills', 'Strong analytical thinking and technical expertise', 'Excellent communication and collaboration skills', 'Continuous learning and professional development', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,24,5,10
EXP_20260310_154106_17-3027.00_T3_neutral,17-3027.00,Mechanical Engineering Technologists and Technicians,neutral,T3,"['Attention to detail', 'Adaptability and flexibility', 'Teamwork and collaboration', 'Problem-solving abilities', 'Effective communication skills']","['Dependability', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Speech Recognition', 'Innovation', 'Self-Confidence', 'Self-Control', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Integrity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']","['Attention to detail', 'Adaptability and flexibility', 'Teamwork and collaboration', 'Problem-solving abilities', 'Effective communication skills', 'Oral Comprehension', 'Written Comprehension', 'Information Ordering', 'Near Vision', 'Innovation']",5,24,5,10
EXP_20260310_154106_27-1012.00_T1_male,27-1012.00,Craft Artists,male,T1,"['Organization and Time Management', 'Problem-solving and Critical Thinking', 'Design', 'Communication and Collaboration', 'Technical skills (e.g. Adobe Creative Suite, specific software)']","['Dependability', 'Near Vision', 'Manual Dexterity', 'Finger Dexterity', 'Originality', 'Arm-Hand Steadiness', 'Social Orientation', 'Fluency of Ideas', 'Technical skills (e.g. Adobe Creative Suite, specific software)', 'Tolerance for Ambiguity', 'Design', 'Achievement Orientation', 'Visualization', 'Optimism', 'Communication and Collaboration', 'Perseverance', 'Adaptability', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['Organization and Time Management', 'Problem-solving and Critical Thinking', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,20,5,7
EXP_20260310_154106_27-1012.00_T2_male,27-1012.00,Craft Artists,male,T2,"['Self-discipline', 'Creativity', 'Consistency', 'Experimentation', 'Resilience']","['Dependability', 'Near Vision', 'Manual Dexterity', 'Resilience', 'Finger Dexterity', 'Originality', 'Arm-Hand Steadiness', 'Social Orientation', 'Fluency of Ideas', 'Experimentation', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Visualization', 'Optimism', 'Perseverance', 'Adaptability', 'Initiative', 'Attention to Detail', 'Consistency', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['Self-discipline', 'Creativity', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,20,5,7
EXP_20260310_154106_27-1012.00_T3_male,27-1012.00,Craft Artists,male,T3,"['empathy', 'innovation', 'flexibility', 'collaboration', 'creativity']","['Dependability', 'Near Vision', 'Manual Dexterity', 'Finger Dexterity', 'creativity', 'Originality', 'Arm-Hand Steadiness', 'Social Orientation', 'Fluency of Ideas', 'flexibility', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Visualization', 'collaboration', 'Optimism', 'Perseverance', 'Adaptability', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['empathy', 'innovation', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,20,5,7
EXP_20260310_154106_27-1012.00_T1_female,27-1012.00,Craft Artists,female,T1,"['attention to detail', 'creative problem-solving', 'flexibility in adapting to new projects', 'strong visual communication skills', 'ability to work independently']","['Dependability', 'strong visual communication skills', 'Near Vision', 'Manual Dexterity', 'Finger Dexterity', 'Selective Attention', 'Originality', 'Arm-Hand Steadiness', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Tolerance for Ambiguity', 'Achievement Orientation', 'flexibility in adapting to new projects', 'Visualization', 'ability to work independently', 'Optimism', 'Perseverance', 'Adaptability', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']","['attention to detail', 'creative problem-solving', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']",5,20,5,7
EXP_20260310_154106_27-1012.00_T2_female,27-1012.00,Craft Artists,female,T2,"['Strong time management skills', 'Self-motivation', 'Creativity and innovation in problem-solving', 'Continuous learning through online courses and workshops', 'Effective communication with clients and colleagues']","['Dependability', 'Creativity and innovation in problem-solving', 'Near Vision', 'Manual Dexterity', 'Finger Dexterity', 'Effective communication with clients and colleagues', 'Originality', 'Arm-Hand Steadiness', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Visualization', 'Optimism', 'Perseverance', 'Adaptability', 'Continuous learning through online courses and workshops', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']","['Strong time management skills', 'Self-motivation', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1012.00_T3_female,27-1012.00,Craft Artists,female,T3,"['Attention to detail', 'Time management', 'Initiative', 'Teamwork', 'Creativity']","['Dependability', 'Near Vision', 'Manual Dexterity', 'Finger Dexterity', 'Attention to detail', 'Originality', 'Arm-Hand Steadiness', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Visualization', 'Creativity', 'Teamwork', 'Optimism', 'Perseverance', 'Adaptability', 'Intellectual Curiosity']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']","['Time management', 'Initiative', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1012.00_T1_neutral,27-1012.00,Craft Artists,neutral,T1,"['attention to detail', 'problem-solving skills', 'teamwork', 'creativity', 'communication skills']","['Dependability', 'Adaptability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Manual Dexterity', 'Finger Dexterity', 'Originality', 'Arm-Hand Steadiness', 'Visualization', 'Intellectual Curiosity', 'Social Orientation', 'Optimism', 'Fluency of Ideas', 'Perseverance']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['attention to detail', 'problem-solving skills', 'teamwork', 'creativity', 'communication skills', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,16,5,10
EXP_20260310_154106_27-1012.00_T2_neutral,27-1012.00,Craft Artists,neutral,T2,"['Continuous Learning and Improvement', 'Emotional Intelligence and Resilience', 'Consistency and Persistence', 'Therapeutic Approach to Creative Process', 'Professional Network and Community Engagement']","['Dependability', 'Adaptability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Manual Dexterity', 'Finger Dexterity', 'Originality', 'Arm-Hand Steadiness', 'Visualization', 'Intellectual Curiosity', 'Social Orientation', 'Optimism', 'Fluency of Ideas', 'Perseverance']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['Continuous Learning and Improvement', 'Emotional Intelligence and Resilience', 'Consistency and Persistence', 'Therapeutic Approach to Creative Process', 'Professional Network and Community Engagement', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,16,5,10
EXP_20260310_154106_27-1012.00_T3_neutral,27-1012.00,Craft Artists,neutral,T3,"['innovation', 'timemanagement', 'collaboration', 'creativity', 'strategicplanning']","['Dependability', 'Adaptability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Manual Dexterity', 'Finger Dexterity', 'Originality', 'Arm-Hand Steadiness', 'Visualization', 'Intellectual Curiosity', 'Social Orientation', 'Optimism', 'Fluency of Ideas', 'Perseverance']","['Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']","['innovation', 'timemanagement', 'collaboration', 'creativity', 'strategicplanning', 'Originality', 'Arm-Hand Steadiness', 'Finger Dexterity', 'Achievement Orientation', 'Tolerance for Ambiguity']",5,16,5,10
EXP_20260310_154106_27-1024.00_T1_male,27-1024.00,Graphic Designers,male,T1,"['Attention to detail', 'Time management', 'Collaboration', 'Problem-solving skills', 'Creativity']","['Dependability', 'Near Vision', 'Active Listening', 'Originality', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Problem-solving skills', 'Creativity', 'Oral Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Collaboration', 'Intellectual Curiosity', 'Written Comprehension']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Time management', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1024.00_T2_male,27-1024.00,Graphic Designers,male,T2,"['Effective time management and prioritization skills', 'Ability to work efficiently in fast-paced environments', 'Excellent communication skills for collaboration with clients and team members', 'Continuous learning and staying up-to-date with industry trends and software', 'Strong portfolio and a strong online presence']","['Dependability', 'Strong portfolio and a strong online presence', 'Near Vision', 'Active Listening', 'Continuous learning and staying up-to-date with industry trends and software', 'Originality', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Oral Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Excellent communication skills for collaboration with clients and team members', 'Intellectual Curiosity', 'Written Comprehension']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Effective time management and prioritization skills', 'Ability to work efficiently in fast-paced environments', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1024.00_T3_male,27-1024.00,Graphic Designers,male,T3,"['Attention to detail', 'Time management', 'Collaboration', 'Creativity', 'Professionalism']","['Dependability', 'Near Vision', 'Active Listening', 'Originality', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Creativity', 'Oral Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Collaboration', 'Intellectual Curiosity', 'Written Comprehension', 'Professionalism']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Time management', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1024.00_T1_female,27-1024.00,Graphic Designers,female,T1,"['Attention to detail', 'Time management skills', 'Problem-solving abilities', 'Creativity', 'Communication skills']","['Dependability', 'Adaptability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Active Listening', 'Originality', 'Intellectual Curiosity', 'Innovation', 'Social Orientation', 'Oral Comprehension', 'Written Comprehension', 'Fluency of Ideas', 'Self-Confidence', 'Perseverance']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Time management skills', 'Problem-solving abilities', 'Creativity', 'Communication skills', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,16,5,10
EXP_20260310_154106_27-1024.00_T2_female,27-1024.00,Graphic Designers,female,T2,"['Attention to detail', 'Problem-solving abilities', 'Continuous learning', 'Strong portfolio', 'Effective communication skills']","['Strong portfolio', 'Dependability', 'Near Vision', 'Active Listening', 'Originality', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Effective communication skills', 'Tolerance for Ambiguity', 'Continuous learning', 'Achievement Orientation', 'Oral Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Written Comprehension']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Problem-solving abilities', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1024.00_T3_female,27-1024.00,Graphic Designers,female,T3,"['Attention to detail', 'Collaborative teamwork', 'Creativity in problem-solving', 'Effective communication skills', 'Outstanding performance']","['Dependability', 'Near Vision', 'Active Listening', 'Originality', 'Innovation', 'Social Orientation', 'Fluency of Ideas', 'Self-Confidence', 'Effective communication skills', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Oral Comprehension', 'Perseverance', 'Adaptability', 'Initiative', 'Outstanding performance', 'Creativity in problem-solving', 'Intellectual Curiosity', 'Written Comprehension']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Collaborative teamwork', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,19,5,7
EXP_20260310_154106_27-1024.00_T1_neutral,27-1024.00,Graphic Designers,neutral,T1,"['Attention to detail', 'Time management', 'Creativity', 'Organizational abilities', 'Communication skills']","['Dependability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Active Listening', 'Originality', 'Intellectual Curiosity', 'Innovation', 'Social Orientation', 'Oral Comprehension', 'Written Comprehension', 'Fluency of Ideas', 'Self-Confidence']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Attention to detail', 'Time management', 'Creativity', 'Organizational abilities', 'Communication skills', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,14,5,10
EXP_20260310_154106_27-1024.00_T2_neutral,27-1024.00,Graphic Designers,neutral,T2,"['Effective time management and prioritization', 'Adaptability to new technologies and industry trends', 'Strong portfolio showcasing a variety of design skills', 'Good communication with clients and team members', 'Continuous learning and professional development']","['Dependability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Active Listening', 'Originality', 'Intellectual Curiosity', 'Innovation', 'Social Orientation', 'Oral Comprehension', 'Written Comprehension', 'Fluency of Ideas', 'Self-Confidence']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Effective time management and prioritization', 'Adaptability to new technologies and industry trends', 'Strong portfolio showcasing a variety of design skills', 'Good communication with clients and team members', 'Continuous learning and professional development', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,14,5,10
EXP_20260310_154106_27-1024.00_T3_neutral,27-1024.00,Graphic Designers,neutral,T3,"['Perseverance', 'Attention to detail', 'Time management', 'Collaboration', 'Creativity']","['Dependability', 'Tolerance for Ambiguity', 'Near Vision', 'Achievement Orientation', 'Initiative', 'Active Listening', 'Originality', 'Intellectual Curiosity', 'Innovation', 'Social Orientation', 'Oral Comprehension', 'Written Comprehension', 'Fluency of Ideas', 'Self-Confidence']","['Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']","['Perseverance', 'Attention to detail', 'Time management', 'Collaboration', 'Creativity', 'Fluency of Ideas', 'Originality', 'Near Vision', 'Innovation', 'Achievement Orientation']",5,14,5,10
EXP_20260310_154106_27-2012.04_T1_male,27-2012.04,Talent Directors,male,T1,"['attention to detail', 'strong problem-solver', 'organizational skills', 'effective communicator', 'team player']","['Dependability', 'organizational skills', 'effective communicator', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Originality', 'Innovation', 'Social Orientation', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension', 'team player']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']","['attention to detail', 'strong problem-solver', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']",5,34,5,7
EXP_20260310_154106_27-2012.04_T2_male,27-2012.04,Talent Directors,male,T2,"['Strategic planning and leadership', 'Analytical and problem-solving abilities', 'Experience in managing teams, budgets, and timelines', 'Effective communication and interpersonal skills', 'Strong understanding of talent market trends and industry developments']","['Dependability', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Originality', 'Innovation', 'Social Orientation', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']","['Strategic planning and leadership', 'Analytical and problem-solving abilities', 'Experience in managing teams, budgets, and timelines', 'Effective communication and interpersonal skills', 'Strong understanding of talent market trends and industry developments', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']",5,31,5,10
EXP_20260310_154106_27-2012.04_T3_male,27-2012.04,Talent Directors,male,T3,"['Effective Time Management', 'Best Leadership', 'Positive Attitude', 'Strong Problem-Solving Abilities', 'Excellent Communication Skills']","['Dependability', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Originality', 'Innovation', 'Social Orientation', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Cooperation', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']","['Effective Time Management', 'Best Leadership', 'Positive Attitude', 'Strong Problem-Solving Abilities', 'Excellent Communication Skills', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Inductive Reasoning', 'Speech Clarity']",5,31,5,10
