Job_Code,Job_Title,Attribute_Name,Importance_Score,Trait_Type
49-2098.00,Security and Fire Alarm Systems Installers,Gross Body Equilibrium,2.5,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Near Vision,3.5,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Far Vision,3.0,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Visual Color Discrimination,2.88,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Night Vision,1.75,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Peripheral Vision,1.88,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Depth Perception,2.38,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Glare Sensitivity,2.0,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Hearing Sensitivity,2.62,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Auditory Attention,2.62,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Sound Localization,2.0,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Speech Recognition,3.12,Abilities
49-2098.00,Security and Fire Alarm Systems Installers,Speech Clarity,3.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Oral Comprehension,3.62,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Written Comprehension,4.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Oral Expression,3.75,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Written Expression,3.25,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Fluency of Ideas,2.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Originality,2.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Problem Sensitivity,4.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Deductive Reasoning,3.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Inductive Reasoning,3.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Information Ordering,4.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Category Flexibility,3.25,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Mathematical Reasoning,2.75,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Number Facility,2.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Memorization,2.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Speed of Closure,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Flexibility of Closure,3.75,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Perceptual Speed,3.38,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Spatial Orientation,2.25,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Visualization,3.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Selective Attention,3.25,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Time Sharing,2.75,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Arm-Hand Steadiness,3.75,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Manual Dexterity,4.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Finger Dexterity,4.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Control Precision,4.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Multilimb Coordination,3.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Response Orientation,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Rate Control,2.88,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Reaction Time,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Wrist-Finger Speed,2.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Speed of Limb Movement,2.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Static Strength,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Explosive Strength,1.62,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Dynamic Strength,2.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Trunk Strength,3.25,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Stamina,2.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Extent Flexibility,3.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Dynamic Flexibility,1.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Gross Body Coordination,2.38,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Gross Body Equilibrium,2.5,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Near Vision,4.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Far Vision,3.38,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Visual Color Discrimination,3.38,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Night Vision,2.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Peripheral Vision,2.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Depth Perception,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Glare Sensitivity,2.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Hearing Sensitivity,3.62,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Auditory Attention,3.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Sound Localization,2.12,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Speech Recognition,3.0,Abilities
49-3011.00,Aircraft Mechanics and Service Technicians,Speech Clarity,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Oral Comprehension,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Written Comprehension,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Oral Expression,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Written Expression,2.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Fluency of Ideas,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Originality,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Problem Sensitivity,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Deductive Reasoning,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Inductive Reasoning,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Information Ordering,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Category Flexibility,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Mathematical Reasoning,2.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Number Facility,2.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Memorization,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Speed of Closure,2.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Flexibility of Closure,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Perceptual Speed,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Spatial Orientation,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Visualization,3.38,Abilities
49-3021.00,Automotive Body and Related Repairers,Selective Attention,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Time Sharing,2.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Arm-Hand Steadiness,3.5,Abilities
49-3021.00,Automotive Body and Related Repairers,Manual Dexterity,3.38,Abilities
49-3021.00,Automotive Body and Related Repairers,Finger Dexterity,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Control Precision,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Multilimb Coordination,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Response Orientation,2.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Rate Control,2.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Reaction Time,2.75,Abilities
49-3021.00,Automotive Body and Related Repairers,Wrist-Finger Speed,2.5,Abilities
49-3021.00,Automotive Body and Related Repairers,Speed of Limb Movement,2.38,Abilities
49-3021.00,Automotive Body and Related Repairers,Static Strength,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Explosive Strength,2.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Dynamic Strength,2.62,Abilities
49-3021.00,Automotive Body and Related Repairers,Trunk Strength,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Stamina,2.62,Abilities
49-3021.00,Automotive Body and Related Repairers,Extent Flexibility,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Dynamic Flexibility,1.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Gross Body Coordination,2.5,Abilities
49-3021.00,Automotive Body and Related Repairers,Gross Body Equilibrium,2.5,Abilities
49-3021.00,Automotive Body and Related Repairers,Near Vision,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Far Vision,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Visual Color Discrimination,3.25,Abilities
49-3021.00,Automotive Body and Related Repairers,Night Vision,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Peripheral Vision,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Depth Perception,2.75,Abilities
49-3021.00,Automotive Body and Related Repairers,Glare Sensitivity,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Hearing Sensitivity,2.88,Abilities
49-3021.00,Automotive Body and Related Repairers,Auditory Attention,3.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Sound Localization,2.0,Abilities
49-3021.00,Automotive Body and Related Repairers,Speech Recognition,3.12,Abilities
49-3021.00,Automotive Body and Related Repairers,Speech Clarity,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Oral Comprehension,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Written Comprehension,2.62,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Oral Expression,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Written Expression,2.5,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Fluency of Ideas,2.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Originality,2.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Problem Sensitivity,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Deductive Reasoning,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Inductive Reasoning,2.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Information Ordering,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Category Flexibility,2.62,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Mathematical Reasoning,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Number Facility,2.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Memorization,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Speed of Closure,2.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Flexibility of Closure,2.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Perceptual Speed,2.5,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Spatial Orientation,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Visualization,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Selective Attention,2.75,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Time Sharing,2.5,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Arm-Hand Steadiness,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Manual Dexterity,3.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Finger Dexterity,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Control Precision,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Multilimb Coordination,3.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Response Orientation,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Rate Control,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Reaction Time,2.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Wrist-Finger Speed,2.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Speed of Limb Movement,2.25,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Static Strength,3.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Explosive Strength,1.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Dynamic Strength,2.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Trunk Strength,2.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Stamina,2.5,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Extent Flexibility,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Dynamic Flexibility,1.38,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Gross Body Coordination,2.25,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Gross Body Equilibrium,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Near Vision,3.5,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Far Vision,2.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Visual Color Discrimination,2.75,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Night Vision,1.75,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Peripheral Vision,1.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Depth Perception,2.88,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Glare Sensitivity,2.62,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Hearing Sensitivity,2.12,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Auditory Attention,2.38,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Sound Localization,1.75,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Speech Recognition,3.0,Abilities
49-3022.00,Automotive Glass Installers and Repairers,Speech Clarity,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Oral Comprehension,3.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Written Comprehension,3.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Oral Expression,3.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Written Expression,2.62,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Fluency of Ideas,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Originality,2.62,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Problem Sensitivity,3.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Deductive Reasoning,3.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Inductive Reasoning,3.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Information Ordering,3.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Category Flexibility,3.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Mathematical Reasoning,2.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Number Facility,2.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Memorization,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Speed of Closure,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Flexibility of Closure,3.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Perceptual Speed,3.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Spatial Orientation,2.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Visualization,3.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Selective Attention,3.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Time Sharing,3.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Arm-Hand Steadiness,3.62,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Manual Dexterity,3.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Finger Dexterity,3.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Control Precision,3.62,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Multilimb Coordination,3.25,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Response Orientation,3.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Rate Control,2.5,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Reaction Time,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Wrist-Finger Speed,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Speed of Limb Movement,1.5,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Static Strength,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Explosive Strength,2.5,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Dynamic Strength,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Trunk Strength,3.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Stamina,2.5,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Extent Flexibility,3.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Dynamic Flexibility,1.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Gross Body Coordination,2.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Gross Body Equilibrium,2.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Near Vision,3.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Far Vision,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Visual Color Discrimination,3.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Night Vision,1.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Peripheral Vision,2.12,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Depth Perception,2.75,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Glare Sensitivity,2.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Hearing Sensitivity,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Auditory Attention,3.0,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Sound Localization,2.38,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Speech Recognition,2.88,Abilities
49-3023.00,Automotive Service Technicians and Mechanics,Speech Clarity,2.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Oral Comprehension,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Written Comprehension,2.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Oral Expression,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Written Expression,2.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Fluency of Ideas,2.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Originality,2.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Problem Sensitivity,3.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Deductive Reasoning,3.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Inductive Reasoning,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Information Ordering,3.38,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Category Flexibility,2.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Mathematical Reasoning,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Number Facility,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Memorization,2.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Speed of Closure,2.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Flexibility of Closure,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Perceptual Speed,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Spatial Orientation,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Visualization,3.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Selective Attention,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Time Sharing,2.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Arm-Hand Steadiness,3.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Manual Dexterity,3.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Finger Dexterity,3.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Control Precision,3.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Multilimb Coordination,3.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Response Orientation,2.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Rate Control,2.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Reaction Time,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Wrist-Finger Speed,2.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Speed of Limb Movement,2.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Static Strength,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Explosive Strength,1.88,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Dynamic Strength,2.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Trunk Strength,3.38,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Stamina,2.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Extent Flexibility,3.5,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Dynamic Flexibility,1.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Gross Body Coordination,2.25,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Gross Body Equilibrium,2.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Near Vision,4.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Far Vision,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Visual Color Discrimination,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Night Vision,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Peripheral Vision,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Depth Perception,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Glare Sensitivity,2.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Hearing Sensitivity,3.75,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Auditory Attention,3.12,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Sound Localization,2.62,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Speech Recognition,3.0,Abilities
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Speech Clarity,2.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Oral Comprehension,3.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Written Comprehension,3.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Oral Expression,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Written Expression,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Fluency of Ideas,2.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Originality,2.12,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Problem Sensitivity,3.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Deductive Reasoning,3.75,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Inductive Reasoning,3.5,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Information Ordering,3.5,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Category Flexibility,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Mathematical Reasoning,2.62,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Number Facility,2.5,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Memorization,2.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Speed of Closure,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Flexibility of Closure,3.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Perceptual Speed,3.12,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Spatial Orientation,2.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Visualization,3.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Selective Attention,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Time Sharing,2.62,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Arm-Hand Steadiness,3.75,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Manual Dexterity,4.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Finger Dexterity,4.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Control Precision,4.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Multilimb Coordination,4.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Response Orientation,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Rate Control,2.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Reaction Time,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Wrist-Finger Speed,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Speed of Limb Movement,2.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Static Strength,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Explosive Strength,2.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Dynamic Strength,2.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Trunk Strength,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Stamina,2.75,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Extent Flexibility,3.62,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Dynamic Flexibility,1.12,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Gross Body Coordination,2.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Gross Body Equilibrium,2.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Near Vision,3.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Far Vision,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Visual Color Discrimination,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Night Vision,1.88,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Peripheral Vision,2.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Depth Perception,3.0,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Glare Sensitivity,2.12,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Hearing Sensitivity,3.38,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Auditory Attention,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Sound Localization,2.62,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Speech Recognition,3.25,Abilities
49-3041.00,Farm Equipment Mechanics and Service Technicians,Speech Clarity,3.12,Abilities
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Oral Comprehension,3.0,Abilities
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Written Comprehension,3.12,Abilities
